,0
633,0.05973715651135005
634,0.13654207202594298
635,0.17921146953405015
636,0.16305613789890516
637,0.10462439840970914
638,0.17671747294013693
639,0.07262164124909222
640,0.056805271529197905
641,0.13386880856760372
642,0.16835016835016833
643,0.10658140154543032
644,0.14964459408903852
645,0.5858966310943712
646,0.07156915369475755
647,0.05486968449931413
648,0.1070434596446157
649,0.1194743130227001
650,0.06574621959237344
651,0.05583472920156336
652,0.1459587666484218
653,0.14224751066856328
654,0.40333527244522005
655,0.15220700152206998
656,0.5952380952380952
657,0.32098765432098764
658,0.13598912087033035
659,0.03527336860670194
660,0.11502185415228892
661,0.06734006734006732
662,0.0
663,0.12484394506866416
664,0.0572737686139748
665,0.2448729721456994
666,0.26645350386357575
667,0.06198667286533394
668,0.22633744855967075
669,0.230722525804493
670,0.08354218880534668
671,0.22862368541380884
672,0.13028103480364786
673,0.1069661719481214
674,0.08766162612316457
675,0.38126361655773416
676,0.1069661719481214
677,0.18004115226337447
678,0.042328042328042326
679,0.06349206349206349
680,0.0
681,0.17290017290017287
682,0.21470746108427266
683,0.2050910845699119
684,0.27233115468409586
685,0.045724737082761764
686,0.0665335994677312
687,0.13500029347889883
688,0.19493177387914226
689,0.09695559433779329
690,0.06492301984789463
691,0.4617849401564414
692,0.05878894767783656
693,0.11574074074074073
694,0.030111412225233364
695,0.0
696,0.21367521367521367
697,0.25839793281653745
698,0.2649904480187342
699,0.07215007215007214
700,0.026789900207621724
701,0.11541286328821737
702,0.15649452269170577
703,0.044091710758377416
704,0.14524328249818444
705,0.12554927809165095
706,0.09213193292795283
707,0.05073566717402333
708,0.27924750146972366
709,0.0
710,0.08417508417508417
711,0.18163152491510698
712,0.14090177133655393
713,0.09496676163342829
714,0.2110919209364805
715,0.029868578255675026
716,0.06795786612300374
717,0.10554596046824025
718,0.47080979284369107
719,0.09606147934678193
720,0.10973936899862825
721,0.03898635477582846
722,0.07334066740007333
723,0.01949317738791423
724,0.22446689113355778
725,0.0502008032128514
726,0.044091710758377416
727,0.12962962962962962
728,0.06795786612300374
729,0.03961180431768666
730,0.08860535176324649
731,0.17971558055946238
732,0.3961822438321628
733,0.0
734,0.18570102135561742
735,0.2374169040835707
736,0.10658140154543032
737,0.23148148148148145
738,0.15844721727074665
739,0.2074074074074074
740,0.21367521367521367
741,0.2349364289662797
742,0.2290950744558992
743,0.1227747084100675
744,0.026230196201867586
745,0.13227513227513224
746,0.019912385503783353
747,0.10482180293501048
748,0.08008008008008008
749,0.45191980971797485
750,0.1348687623197427
751,0.07358351729212656
752,0.14814814814814814
753,0.024857071836937604
754,0.07716049382716048
755,0.17094017094017094
756,0.01970055161544523
757,0.1887237556027365
758,0.2732974910394265
759,0.0
760,0.5128205128205128
761,0.30598584815452284
762,0.09578544061302681
763,0.12698412698412698
764,0.0
765,0.11795234725171029
766,0.2631578947368421
767,0.13580246913580246
768,0.030864197530864192
769,0.0404776361060514
770,0.05973715651135005
771,0.20061728395061726
772,0.2645502645502645
773,0.031825595735370166
774,0.19157088122605362
775,0.1532567049808429
776,0.17636684303350966
777,0.2408912978018669
778,0.20964360587002095
