,0
0,0.12771392081736907
1,0.08157937673356175
2,0.22783871138663697
3,0.09876543209876543
4,0.07262164124909222
5,0.1066910531931108
6,0.16937669376693765
7,0.20865936358894102
8,0.20020020020020018
9,0.06631976328946025
10,0.046882325363338015
11,0.1985574195639841
12,0.044091710758377416
13,0.32206119162640895
14,0.1713796058269066
15,0.11574074074074073
16,0.5396124601422614
17,0.19182529142688504
18,0.09956192751891675
19,0.09122422915526363
20,0.35797879664050664
21,0.18781458943730747
22,0.05527915975677169
23,0.12143290831815422
24,0.0529100529100529
25,0.38182512409316527
26,0.33670033670033667
27,0.1810699588477366
28,0.09088843444671665
29,0.2389486260454002
30,0.20951608542849418
31,0.1556178026766262
32,0.1050696086157079
33,0.1397624039133473
34,0.22943297279580463
35,0.3232323232323232
36,0.1819738813958467
37,0.16485328058028353
38,0.046040515653775316
39,0.2353755624783662
40,0.12703996872862305
41,0.17749378771742985
42,0.11995801469485678
43,0.07226738934056007
44,0.16894087069525665
45,0.053676865271068165
46,0.06988120195667365
47,0.11615958539963363
48,0.1230838088844131
49,0.1839587932303164
50,0.05420054200542005
51,0.1554001554001554
52,0.03691399040236249
53,0.1661291898758917
54,0.03578457684737878
55,0.20720020720020718
56,0.17094017094017094
57,0.3551496702181633
58,0.1030715316429602
59,0.32206119162640895
60,0.027847396268448895
61,0.18403496664366226
62,0.17094017094017094
63,0.03292181069958847
64,0.0529100529100529
65,0.06057459328487365
66,0.1469723691945914
67,0.015158405335758676
68,0.13227513227513224
69,0.17046335037966837
70,0.18066847335140016
71,0.11711316059142143
72,0.1745200698080279
73,0.03277613897082923
74,0.11757789535567312
75,0.09033423667570008
76,0.3370695256660169
77,0.16388069485414616
78,0.19190174630589135
79,0.42804802843980116
80,0.6562881562881563
81,0.062247121070650474
82,0.21457225487452186
83,0.1570475068708284
84,0.06385696040868453
85,0.1991238550378335
86,0.14524328249818444
87,0.3472222222222222
88,0.1702852277564921
89,0.3086419753086419
90,0.09695559433779329
91,0.0333667000333667
92,0.1511715797430083
93,0.0
94,0.10735373054213633
95,0.03798670465337132
96,0.10217113665389527
97,0.12528384621407876
98,0.18018018018018017
99,0.15220700152206998
100,0.20294266869609331
101,0.05878894767783656
102,0.10360010360010359
103,0.12771392081736907
104,0.014908525546823419
105,0.02664535038635758
106,0.14556040756914118
107,0.03165558721114277
108,0.13370771493515174
109,0.11022927689594354
110,0.051440329218106984
111,0.07597340930674264
112,0.12554927809165095
113,0.16583747927031506
114,0.16628873771730912
115,0.023100023100023098
116,0.19841269841269837
117,0.1991238550378335
118,0.06277463904582548
119,0.03248862897985704
120,0.03192848020434227
121,0.1011940902651285
122,0.06469351447517385
123,0.13110455588331693
124,0.345679012345679
125,1.0
126,0.054832760081750656
127,0.09876543209876543
128,0.3256003256003256
129,0.3527336860670193
130,0.05742176284811943
131,0.18518518518518517
132,0.47760656033162113
133,0.08613264427217915
134,0.05329070077271516
135,0.3573749187784275
136,0.6284262601952132
137,0.5177220230983671
138,0.18752930145335206
139,0.13616557734204793
140,0.1661918328584995
141,0.02389486260454002
142,0.20576131687242794
143,0.22862368541380884
144,0.19493177387914226
145,0.2830856334041047
146,0.1834651989450751
147,0.2423812479678401
148,0.020266504534630386
149,0.26320736980635456
150,0.2683843263553408
151,0.14109347442680775
152,0.17532325224632914
153,0.2907192334505109
154,0.21452457568300837
155,0.14218972171440178
156,0.19204389574759942
157,0.19379844961240308
158,0.07684032580298139
159,0.6228956228956228
160,0.6944444444444444
161,0.12321519170834237
162,0.04281738385784628
163,0.1461988304093567
164,0.022862368541380882
165,0.24865855254547833
166,0.19091256204658263
167,0.17898939832025332
168,0.0814000814000814
169,0.10127314814814814
170,0.06497725795971408
171,0.04887585532746823
172,0.08714596949891067
173,0.345679012345679
174,0.057870370370370364
175,0.162037037037037
176,0.15179113539769273
177,0.048100048100048094
178,0.09557945041816009
179,0.09144947416552353
180,0.02482375136530632
181,0.25496511003757377
182,0.07457121551081282
183,0.1397624039133473
184,0.028272547356516818
185,0.021786492374727667
186,0.017186560109993983
187,0.14082523588227008
188,0.2038735983690112
189,0.05832604257801107
190,0.0
191,0.10990218705352235
192,0.05742176284811943
193,0.06138735420503375
194,0.05527915975677169
195,0.1970055161544523
196,0.05117379901490436
197,0.12554927809165095
198,0.5319502626504421
199,0.10688899577788466
200,0.22166805209199222
201,0.08417508417508417
202,0.059259259259259255
203,0.045374624241393
204,0.09620009620009619
205,0.06245706077072012
206,0.20658108307510695
207,0.16963528413910092
208,0.09259259259259259
209,0.07753324983598735
210,0.1228716868527295
211,0.04435573297848747
212,0.030896381261344762
213,0.12428535918468803
214,0.10936132983377077
215,0.1876543209876543
216,0.23211222121303862
217,0.15635688458907454
218,0.05742176284811943
219,0.03260302556077204
220,0.24250440917107582
221,0.13227513227513224
222,0.2116402116402116
223,0.0
224,0.2419403617008407
225,0.1914529914529914
226,0.07716049382716048
227,0.16776358239772873
228,0.0404776361060514
229,0.022722108611679163
230,0.06207324643078832
231,0.20128824476650561
232,0.1385739480977576
233,0.08613264427217915
234,0.18896447467876037
235,0.18214936247723132
236,0.07880220646178092
237,0.2420721374969741
238,0.09033423667570008
239,0.1702852277564921
240,0.09259259259259259
241,0.26756794817631313
242,0.17046335037966837
243,0.43376710043376704
244,0.1507321274763135
245,0.12345679012345677
246,0.18993352326685659
247,0.09496676163342829
248,0.12995451591942817
249,0.47353289362421774
250,0.2962962962962963
251,0.06469351447517385
252,0.24430763217042897
253,0.2979066022544283
254,0.027847396268448895
255,0.047892720306513405
256,0.14161220043572983
257,0.13252423798563157
258,0.10356561621541648
259,0.22675736961451243
260,0.07453994875378522
261,0.06775067750677506
262,0.08694140149539209
263,0.027434842249657063
264,0.07880220646178092
265,0.26715239829993925
266,0.10288065843621397
267,0.1341921631776704
268,0.0
269,0.1397624039133473
270,0.14345331246739695
271,0.042735042735042736
272,0.06745155751778267
273,0.2655485674353599
274,0.2513551982072015
275,0.2228777450016388
276,0.024691358024691357
277,0.07982120051085569
278,0.22371364653243847
279,0.12183235867446392
280,0.22825150732127475
281,0.053676865271068165
282,0.16534391534391532
283,0.41152263374485587
284,0.15179113539769273
285,0.08853474988933155
286,0.13386880856760372
287,0.11257458065968703
288,0.26773761713520744
289,0.10822510822510821
290,0.0326317506934247
291,0.20156210632401106
292,0.2767134951042997
293,0.09746588693957113
294,0.5486968449931412
295,0.2849002849002849
296,0.0205761316872428
297,0.25990903183885633
298,0.2691027547624106
299,0.32362459546925565
300,0.27639579878385845
301,0.2224839680670069
302,0.16963528413910092
303,0.0
304,0.13616557734204793
305,0.06497725795971408
306,0.1660853678790898
307,0.15649452269170577
308,0.12456402590931738
309,0.2155172413793103
310,0.027434842249657063
311,0.15040421131791687
312,0.14668133480014667
313,0.13277428371767994
314,0.15808491418247514
315,0.17757483510908165
316,0.20020020020020018
317,0.21128511061396965
318,0.15179113539769273
319,0.19379844961240308
320,0.22862368541380884
321,0.41300293098854246
322,0.05231219920485457
323,0.14154281670205235
324,0.09876543209876543
325,0.21231422505307854
326,0.12143290831815422
327,0.22045855379188709
328,0.11055831951354338
329,0.11223344556677889
330,0.18518518518518517
331,0.18832391713747645
332,0.03192848020434227
333,0.2239820814334853
334,0.11022927689594354
335,0.019391118867558656
336,0.19960079840319359
337,0.2628434886499402
338,0.034293552812071325
339,0.318287037037037
340,0.25773195876288657
341,0.1250195343022347
342,0.0
343,0.21645021645021642
344,0.20790020790020788
345,0.1877453490356716
346,0.08354218880534668
347,0.06505334374186832
348,0.05757052389176741
349,0.11155734047300311
350,0.10619938935351121
351,0.0
352,0.08888888888888888
353,0.09876543209876543
354,0.07282563462338743
355,0.10010010010010009
356,0.04161464835622138
357,0.07168458781362007
358,0.07262164124909222
359,0.06574621959237344
360,0.05393743257820927
361,0.05621135469364811
362,0.20434227330779053
363,0.10946907498631635
364,0.027233115468409584
365,0.0
366,0.2812939521800281
367,0.10482180293501048
368,0.07716049382716048
369,0.04033736707004033
370,0.013468013468013466
371,0.15432098765432095
372,0.02359046945034206
373,0.27233115468409586
374,0.047422582633850234
375,0.11851851851851851
376,0.028446265005404786
377,0.06538210068843506
378,0.10735373054213633
379,0.031746031746031744
380,0.12674271229404308
381,0.07497375918428549
382,0.14546268322703365
383,0.337603018568166
384,0.0
385,0.20768431983385252
386,0.03165558721114277
387,0.2443680794196258
388,0.08393662784597629
389,0.024568515447454087
390,0.015660480776759845
391,0.06590220113351786
392,0.0644122383252818
393,0.2939447383891828
394,0.06198667286533394
395,0.0
396,0.11695906432748537
397,0.18066847335140016
398,0.013180440226703569
399,0.20576131687242794
400,0.0529100529100529
401,0.04649000464900046
402,0.03321707357581797
403,0.11396011396011395
404,0.12025012025012022
405,0.08051529790660224
406,0.0
407,0.052164840897235255
408,0.04778972520908004
409,0.12662234884457108
410,0.057870370370370364
411,0.08694140149539209
412,0.15760441292356184
413,0.12771392081736907
414,0.01980590215884333
415,0.07054673721340388
416,0.0
417,0.06071645415907711
418,0.056116722783389444
419,0.22158911047799934
420,0.09352787130564907
421,0.18590018590018587
422,0.10735373054213633
423,0.051085568326947633
424,0.019912385503783353
425,0.3421435292105038
426,0.23954302561267732
427,0.07497375918428549
428,0.15844721727074665
429,0.21135265700483089
430,0.18289894833104706
431,0.100488084984209
432,0.2140869192892314
433,0.16887957139529464
434,0.36387264457439894
435,0.1872276688453159
436,0.33670033670033667
437,0.0529100529100529
438,0.04884004884004883
439,0.1511715797430083
440,0.24542614904060686
441,0.2502502502502502
442,0.13888888888888887
443,0.10893246187363834
444,0.07880220646178092
445,0.14934289127837513
446,0.06734006734006732
447,0.009983028850953379
448,0.19043866561597056
449,0.1846082842967578
450,0.18004115226337447
451,0.19365770999757925
452,0.2074074074074074
453,0.0
454,0.14029180695847362
455,0.529100529100529
456,0.19493177387914226
457,0.02339181286549707
458,0.09811135638950208
459,0.12077294685990336
460,0.1371742112482853
461,0.0996106130580458
462,0.14245014245014245
463,0.20056157240272762
464,0.0809552722121028
465,0.17547157987090303
466,0.3741114852225963
467,0.09416195856873823
468,0.20138341651344013
469,0.24375380865326016
470,0.2791736460078168
471,0.03667033370003667
472,0.037792894935752074
473,0.1796945193171608
474,0.4938271604938271
475,0.14195380049038583
476,0.10010010010010009
477,0.16142050040355121
478,0.1584918251584918
479,0.0
480,0.056116722783389444
481,0.27824151363383415
482,0.16989466530750932
483,0.045724737082761764
484,0.06816632583503748
485,0.10399168066554675
486,0.7257978439534635
487,0.09496676163342829
488,0.1966568338249754
489,0.05731922398589065
490,0.19037729318103147
491,0.16415307274033034
492,0.16153224875966307
493,0.03878223773511731
494,0.22222222222222218
495,0.31974420463629094
496,0.09033423667570008
497,0.06988120195667365
498,0.13796030988008065
499,0.07226738934056007
500,0.07636502481863305
501,0.10010010010010009
502,0.10360010360010359
503,0.051440329218106984
504,0.11574074074074073
505,0.08989572096368212
506,0.06816632583503748
507,0.15844721727074665
508,0.2126528442317916
509,0.03741114852225963
510,0.12608353033884948
511,0.022177866489243733
512,0.16989466530750932
513,0.17517517517517517
514,0.2536783358701166
515,0.1194743130227001
516,0.2514860539551897
517,0.06644983037806455
518,0.12044564890093346
519,0.10335917312661497
520,0.1585683542870087
521,0.14556040756914118
522,0.1446759259259259
523,0.024857071836937604
524,0.11795234725171029
525,0.15576323987538937
526,0.15220700152206998
527,0.14082523588227008
528,0.5432098765432098
529,0.15432098765432095
530,0.023741690408357073
531,0.13888888888888887
532,0.23148148148148145
533,0.034293552812071325
534,0.0
535,0.030111412225233364
536,0.12103606874848705
537,0.029629629629629627
538,0.057870370370370364
539,0.07913896802785692
540,0.11396011396011395
541,0.061728395061728385
542,0.15220700152206998
543,0.1268391679350583
544,0.5086774386594853
545,0.13819789939192922
546,0.12345679012345677
547,0.043683110237448905
548,0.07407407407407407
549,0.12210012210012208
550,0.27639579878385845
551,0.023293733985557882
552,0.018705574261129815
553,0.09942828734775042
554,0.11055831951354338
555,0.10914647456887142
556,0.15734688937303315
557,0.22700119474313019
558,0.11984249272384864
559,0.07558578987150415
560,0.2545500827287769
561,0.09578544061302681
562,0.2061307267770463
563,0.07201646090534979
564,0.2116402116402116
565,0.045724737082761764
566,0.14634695485759314
567,0.51196900511969
568,0.13398411331227866
569,0.13322675193178787
570,0.48465266558966075
571,0.1385243511227763
572,0.17636684303350966
573,0.04216740459624709
574,0.15333805142722337
575,0.05241090146750524
576,0.11574074074074073
577,0.15346838551258438
578,0.2374169040835707
579,0.1492334825668159
580,0.15929908403026682
581,0.0654364611961785
582,0.13845621322256835
583,0.13503086419753085
584,0.12597631645250693
585,0.2422983731394946
586,0.3226711560044893
587,0.12210012210012208
588,0.02795248078266946
589,0.12554927809165095
590,0.065359477124183
591,0.046587467971115765
592,0.1529051987767584
593,0.5146705146705146
594,0.3169836503169836
595,0.056980056980056974
596,0.019340489314379653
597,0.0
598,0.0
599,0.06734006734006732
600,0.15905476028175414
601,0.3824476650563607
602,0.4036087369420702
603,0.0781372089388967
604,0.12449424214130095
605,0.09317493594223153
606,0.6843800322061191
607,0.19537886510363572
608,0.08748906386701662
609,0.05860290670417252
610,0.37763253449527956
611,0.3584229390681003
612,0.04615207107418945
613,0.7575757575757576
614,0.2408912978018669
615,0.041015544891513885
616,0.35502224702727
617,0.47162270183852917
618,0.5071461502996772
619,0.0778089013383131
620,0.31000163158753463
621,0.16835016835016833
622,0.0411522633744856
623,0.5073566717402332
624,0.1579778830963665
625,0.10288065843621397
626,0.2544529262086514
627,0.08417508417508417
628,0.10766580534022394
629,0.13888888888888887
630,0.14029180695847362
631,0.09002057613168724
632,0.048573163327261686
