Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
171162119680585_756360041160787,https://www.facebook.com/TarletonCOGS/posts/756360041160787,Check out this readworthy list of time management tips to learn now.  http://buff.ly/21hrZIi,Link,,,3/8/16 5:10 AM, ,186,186,0,337,337,0,10,10,10,0,0,334,184,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_756354504494674,https://www.facebook.com/TarletonCOGS/posts/756354504494674:0,Place the next stage in your career under the microscope with a master's degree in Medical Lab Sciences.  http://buff.ly/1QCaoZZ,Photo,,,3/7/16 5:48 PM, ,191,191,0,518,518,0,2,2,3,0,0,512,187,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_756419634488161,https://www.facebook.com/TarletonCOGS/posts/756419634488161,"Graduating this semester?  Mark your calendars for the first ever Grad Fair, to be held in the TSC Ballrooms on March 23rd.",Link,,,3/7/16 2:49 PM, ,379,294,0,619,496,0,25,17,19,0,0,490,291,0,0,21,0,0,0,0,0,0,0,0,0,0
171162119680585_118528371873820,https://www.facebook.com/events/118528371873820/,Everything you need to graduate can be found at the Grad Fair!    Over $1000 in prizes will be given away at the event.,Status,,,3/7/16 2:46 PM, ,9,9,0,12,12,0,18,0,0,0,0,12,9,0,0,12,0,0,0,0,0,0,0,0,0,0
171162119680585_756376087825849,https://www.facebook.com/TarletonCOGS/posts/756376087825849:0,How's your Monday?,Photo,,,3/7/16 12:02 PM, ,463,251,0,1160,732,0,28,12,19,0,0,755,256,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_755080811288710,https://www.facebook.com/TarletonCOGS/posts/755080811288710,Check out these 9 apps designed to take the stress out of your morning routine. http://buff.ly/1QRDCzG,Link,,,3/7/16 5:56 AM, ,20,20,0,51,51,0,0,0,0,0,0,46,16,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_753406714789453,https://www.facebook.com/TarletonCOGS/posts/753406714789453:0,Where can a master's degree in Mathematics take you?  Find out more here: http://bit.ly/1lY7m5M,Photo,,,3/4/16 5:51 PM, ,183,183,0,467,467,0,0,0,0,0,0,462,179,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_755124214617703,https://www.facebook.com/TarletonCOGS/posts/755124214617703:0,But then you remember everything that you should be working on  . . .,Photo,,,3/4/16 11:10 AM, ,579,375,0,1246,959,0,30,12,22,0,0,967,379,0,0,23,0,0,0,0,0,0,0,0,0,0
171162119680585_753402814789843,https://www.facebook.com/TarletonCOGS/posts/753402814789843,Prepare for your comps or upcoming exam with these tips.  http://bit.ly/1QQdag6,Link,,,3/4/16 9:46 AM, ,159,159,0,252,252,0,3,3,3,0,0,247,155,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_753397901457001,https://www.facebook.com/TarletonCOGS/posts/753397901457001:0,Get more experience in the field with a master's degree in Environmental Science from Tarleton.  http://bit.ly/1oJiwwU,Photo,,,3/3/16 5:33 PM, ,163,163,0,448,448,0,1,1,1,0,0,443,159,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_753398424790282,https://www.facebook.com/TarletonCOGS/posts/753398424790282,Grow your small business by attending this digital marketing workshop.  http://www.tarleton.edu/scripts/press/display.asp?ID=4974,Link,,,3/3/16 9:45 AM, ,22,22,0,42,42,0,0,0,0,0,0,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_753397191457072,https://www.facebook.com/TarletonCOGS/posts/753397191457072:0,Further your career in Biology with a master's degree from Tarleton.  http://bit.ly/1oJhYY1,Photo,,,3/2/16 5:31 PM, ,287,239,0,693,591,0,13,7,10,0,0,615,242,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_753395738123884,https://www.facebook.com/TarletonCOGS/posts/753395738123884,Have a better conversation with these tips.  http://bit.ly/1QQcBDb,Link,,,3/2/16 4:27 AM, ,244,222,0,375,348,0,10,9,9,0,0,345,219,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_753394978123960,https://www.facebook.com/TarletonCOGS/posts/753394978123960:0,Working in the public sector?  Advance your career with a master's in Public Administration.  http://bit.ly/1RA5b3J,Photo,,,3/1/16 5:23 PM, ,183,183,0,512,512,0,2,2,2,0,0,510,181,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_753409648122493,https://www.facebook.com/TarletonCOGS/posts/753409648122493:0,Timeline Photos,Photo,,,3/1/16 5:00 AM, ,173,173,0,473,473,0,0,0,0,0,0,470,171,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_753408718122586,https://www.facebook.com/TarletonCOGS/posts/753408718122586,Discover the advantage of compressing your time commitments.  http://bit.ly/21DFowf,Link,,,3/1/16 4:58 AM, ,149,107,0,237,173,0,3,1,1,0,0,178,108,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_753388748124583,https://www.facebook.com/TarletonCOGS/posts/753388748124583:0,Earn a master's in Music Education completely online at Tarleton!    See more about the program here: http://bit.ly/2168y5a,Photo,,,2/29/16 5:02 PM, ,250,250,0,675,675,0,4,3,4,0,0,673,248,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_753423091454482,https://www.facebook.com/TarletonCOGS/posts/753423091454482,5 Things to Do After Filing Your FAFSA.  http://blog.ed.gov/2016/02/5-things-after-filing-fafsa/,Link,,,2/29/16 1:28 PM, ,212,212,0,356,356,0,8,8,8,0,0,353,210,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_753390038124454,https://www.facebook.com/TarletonCOGS/posts/753390038124454,16 Easy-to-Try Motivation Kick Starters http://bit.ly/1T46kDZ,Link,,,2/29/16 9:59 AM, ,244,174,0,433,315,0,8,6,7,0,0,324,177,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_753417368121721,https://www.facebook.com/TarletonCOGS/posts/753417368121721,"March 1st is tomorrow, and the priority deadline for FAFSA!  Learn about options to pay for grad school here: http://tarleton.financialaidtv.com/#playlist-1900:video-3",Link,,,2/29/16 8:01 AM, ,160,78,0,242,114,0,6,4,5,1,1,126,85,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_753387251458066,https://www.facebook.com/TarletonCOGS/posts/753387251458066,Happy Leap Day!  There's science behind our extra day.  Find out more here: https://t.co/EdOHhXMODZ,Link,,,2/29/16 6:44 AM, ,150,93,0,258,157,0,1,0,0,0,0,165,98,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_752114458252012,https://www.facebook.com/TarletonCOGS/posts/752114458252012,What do your actions say about your character?,Link,,,2/26/16 6:26 AM, ,1090,381,0,1914,814,0,133,131,150,0,0,815,379,0,0,56,0,0,0,0,0,0,0,0,0,0
171162119680585_751861248277333,https://www.facebook.com/TarletonCOGS/posts/751861248277333:0,Let the past be your future with a master's degree in History from Tarleton.  http://bit.ly/1WMf1kp,Photo,,,2/25/16 5:22 PM, ,198,197,0,551,550,0,5,3,5,0,0,547,195,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_751860618277396,https://www.facebook.com/TarletonCOGS/posts/751860618277396,The Tragic Tale of Hen #126 http://bit.ly/1R5hMcz,Link,,,2/25/16 3:07 PM, ,132,131,0,229,228,0,5,5,6,0,0,225,129,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_751407554989369,https://www.facebook.com/TarletonCOGS/posts/751407554989369:0,Literature. Rhetoric. Writing.  Are we speaking your language?  Pursue a master's in English entirely online at Tarleton!  Find out more: http://bit.ly/1KLHrKR,Photo,,,2/24/16 5:00 PM, ,186,186,0,492,492,0,1,1,4,0,0,489,184,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_751315238331934,https://www.facebook.com/TarletonCOGS/posts/751315238331934,Shape up your writing skills for grad school applications and writing assignments.  http://usat.ly/1QjEJIc,Link,,,2/24/16 1:06 PM, ,288,180,0,465,292,0,12,9,9,0,0,295,181,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_751327534997371,https://www.facebook.com/TarletonCOGS/posts/751327534997371,Taking the GRE soon?  Attend our GRE Prep Workshop first!  Learn more here!  http://www.tarleton.edu/graduate/future/GRE-workshop.html,Link,,,2/24/16 9:45 AM, ,17,17,0,33,33,0,2,1,1,0,0,30,15,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_749275771869214,https://www.facebook.com/TarletonCOGS/posts/749275771869214:0,Advance your career with our master's degree in Criminal Justice.  http://bit.ly/1mMYC2Y,Photo,,,2/23/16 4:45 PM, ,265,247,0,677,641,0,5,3,4,0,0,638,244,0,0,3,0,0,0,0,0,0,0,0,0,0
